,index,Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min.1,Evap,Solar,ETo,RH max,min.2
SAN_DIEGO.A,931,20040719,2359,0.0,,82,66,,,NW,4.0,,,77.0,74.0,,664,0.23,92.5,50.3,
SAN_DIEGO.A,932,20040720,2359,0.0,,82,65,,,W,4.0,,,77.0,74.0,,672,0.23,96.4,53.7,
SAN_DIEGO.A,933,20040721,2359,0.0,,77,64,,,NW,5.0,,,77.0,75.0,,669,0.22,95.4,67.9,
SAN_DIEGO.A,934,20040722,2359,0.0,,75,64,,,NW,5.0,,,76.0,74.0,,619,0.2,90.2,65.1,
SAN_DIEGO.A,935,20040723,2359,0.0,,75,64,,,NW,5.0,,,76.0,73.0,,588,0.19,91.8,67.9,
SAN_DIEGO.A,936,20040724,2359,0.0,,73,63,,,NW,4.0,,,76.0,73.0,,598,0.19,93.2,72.0,
SAN_DIEGO.A,937,20040725,2359,0.0,,78,64,,,NW,4.0,,,76.0,73.0,,630,0.21,94.3,66.9,
SAN_DIEGO.A,938,20040726,2359,0.0,,78,63,,,W,4.0,,,76.0,73.0,,622,0.2,95.2,68.3,
SAN_DIEGO.A,939,20040727,2359,0.0,,76,63,,,NW,4.0,,,76.0,73.0,,655,0.21,92.9,64.6,
SAN_DIEGO.A,940,20040728,2359,0.0,,75,62,,,NW,5.0,,,75.0,73.0,,682,0.22,91.8,62.6,
SAN_DIEGO.A,941,20040729,2359,0.0,,75,62,,,NW,5.0,,,75.0,73.0,,650,0.21,89.4,62.0,
SAN_DIEGO.A,942,20040730,2359,0.0,,74,61,,,NW,4.0,,,75.0,72.0,,561,0.18,93.1,66.7,
SAN_DIEGO.A,943,20040731,2359,0.0,,73,63,,,W,4.0,,,75.0,72.0,,619,0.2,90.1,66.0,
SAN_DIEGO.A,944,20040801,2359,0.0,,71,63,,,SW,4.0,,,75.0,72.0,,571,0.18,89.4,70.2,
SAN_DIEGO.A,945,20040802,2359,0.0,,72,63,,,W,4.0,,,75.0,73.0,,624,0.2,85.7,67.2,
SAN_DIEGO.A,946,20040803,2359,0.0,,74,63,,,NW,4.0,,,75.0,73.0,,621,0.21,86.9,64.3,
SAN_DIEGO.A,947,20040804,2359,0.0,,71,63,,,NW,4.0,,,74.0,73.0,,363,0.11,91.7,75.4,
SAN_DIEGO.A,948,20040805,2359,0.0,,75,58,,,W,4.0,,,76.0,74.0,,609,0.19,92.1,67.0,
SAN_DIEGO.A,949,20040806,2359,0.0,,78,58,,,NW,4.0,,,75.0,72.0,,619,0.2,94.0,62.7,
SAN_DIEGO.A,950,20040807,2359,0.0,,78,62,,,NW,4.0,,,76.0,72.0,,543,0.18,96.4,62.0,
SAN_DIEGO.A,951,20040808,2359,0.0,,76,64,,,NW,5.0,,,76.0,73.0,,609,0.2,93.9,67.0,
SAN_DIEGO.A,952,20040809,2359,0.0,,77,64,,,NW,5.0,,,76.0,73.0,,610,0.2,91.8,71.5,
SAN_DIEGO.A,953,20040810,2359,0.0,,79,65,,,W,4.0,,,77.0,73.0,,613,0.2,94.0,69.3,
SAN_DIEGO.A,954,20040811,2359,0.0,,78,66,,,NW,4.0,,,78.0,74.0,,564,0.19,94.8,68.3,
SAN_DIEGO.A,955,20040812,2359,0.0,,81,66,,,NW,4.0,,,77.0,74.0,,420,0.13,91.0,60.1,
SAN_DIEGO.A,956,20040813,2359,0.0,,77,65,,,NW,4.0,,,78.0,74.0,,573,0.19,89.1,68.3,
SAN_DIEGO.A,957,20040814,2359,0.0,,74,65,,,W,4.0,,,77.0,74.0,,542,0.17,89.5,71.3,
SAN_DIEGO.A,958,20040815,2359,0.0,,73,62,,,W,4.0,,,77.0,74.0,,535,0.17,91.2,70.5,
SAN_DIEGO.A,959,20040816,2359,0.0,,71,61,,,SW,3.0,,,77.0,74.0,,519,0.16,93.3,70.6,
SAN_DIEGO.A,960,20040817,2359,0.0,,74,61,,,NW,4.0,,,77.0,73.0,,541,0.17,93.4,68.4,
SAN_DIEGO.A,961,20040818,2359,0.0,,75,63,,,NW,4.0,,,77.0,74.0,,524,0.17,93.5,70.0,
SAN_DIEGO.A,962,20040819,2359,0.0,,74,63,,,W,3.0,,,77.0,74.0,,562,0.18,89.8,67.7,
SAN_DIEGO.A,963,20040820,2359,0.0,,73,65,,,W,4.0,,,76.0,74.0,,399,0.12,86.1,70.2,
SAN_DIEGO.A,964,20040821,2359,0.0,,74,65,,,NW,4.0,,,76.0,74.0,,555,0.18,84.3,62.3,
SAN_DIEGO.A,965,20040822,2359,0.0,,76,62,,,NW,5.0,,,76.0,73.0,,618,0.21,85.7,62.6,
SAN_DIEGO.A,966,20040823,2359,0.0,,75,62,,,NW,5.0,,,75.0,72.0,,564,0.19,86.9,59.7,
SAN_DIEGO.A,967,20040824,2359,0.0,,74,61,,,NW,4.0,,,74.0,72.0,,535,0.18,88.5,61.1,
SAN_DIEGO.A,968,20040825,2359,0.0,,75,61,,,W,4.0,,,75.0,71.0,,609,0.19,92.4,67.0,
SAN_DIEGO.A,969,20040826,2359,0.0,,74,63,,,SW,3.0,,,76.0,73.0,,545,0.17,89.4,67.0,
SAN_DIEGO.A,970,20040827,2359,0.0,,74,61,,,SW,3.0,,,76.0,73.0,,538,0.17,90.6,68.9,
SAN_DIEGO.A,971,20040828,2359,0.0,,76,61,,,W,4.0,,,75.0,72.0,,555,0.17,92.6,63.7,
SAN_DIEGO.A,972,20040829,2359,0.0,,78,64,,,NW,4.0,,,75.0,73.0,,575,0.19,89.8,61.7,
SAN_DIEGO.A,973,20040830,2359,0.0,,78,64,,,NW,5.0,,,75.0,72.0,,587,0.19,90.4,63.3,
SAN_DIEGO.A,974,20040831,2359,0.0,,81,64,,,NW,5.0,,,76.0,72.0,,579,0.19,94.5,61.6,
SAN_DIEGO.A,975,20040901,2359,0.0,,89,59,,,W,3.0,,,75.0,72.0,,579,0.19,97.4,62.6,
SAN_DIEGO.A,976,20040902,2359,0.0,,79,63,,,SW,4.0,,,76.0,73.0,,558,0.18,97.1,66.1,
SAN_DIEGO.A,977,20040903,2359,0.0,,71,63,,,SW,6.0,,,75.0,73.0,,447,0.14,86.2,68.4,
SAN_DIEGO.A,978,20040904,2359,0.0,,82,58,,,NW,4.0,,,74.0,71.0,,566,0.2,89.8,39.4,
SAN_DIEGO.A,979,20040905,2359,0.0,,99,64,,,NW,4.0,,,74.0,71.0,,531,0.24,81.5,13.6,
SAN_DIEGO.A,980,20040906,2359,0.0,,81,65,,,W,4.0,,,75.0,71.0,,511,0.18,89.7,37.2,
SAN_DIEGO.A,981,20040907,2359,0.0,,85,66,,,NW,4.0,,,76.0,73.0,,559,0.2,96.4,38.2,
SAN_DIEGO.A,982,20040908,2359,0.02,,77,68,,,SW,4.0,,,76.0,73.0,,523,0.16,93.8,75.4,
SAN_DIEGO.A,983,20040909,2359,0.15,,83,68,,,W,3.0,,,77.0,74.0,,518,0.17,94.5,61.6,
SAN_DIEGO.A,984,20040910,2359,0.0,,86,69,,,NW,4.0,,,77.0,74.0,,543,0.19,94.1,51.8,
SAN_DIEGO.A,985,20040911,2359,0.0,,88,69,,,NW,3.0,,,77.0,74.0,,511,0.18,94.0,48.5,
SAN_DIEGO.A,986,20040912,2359,0.0,,79,66,,,W,3.0,,,77.0,74.0,,550,0.18,93.4,68.4,
SAN_DIEGO.A,987,20040913,2359,0.0,,73,66,,,SW,5.0,,,75.0,74.0,,485,0.16,89.6,69.5,
SAN_DIEGO.A,988,20040914,2359,0.0,,73,66,,,SW,5.0,,,75.0,73.0,,416,0.13,82.1,69.1,
SAN_DIEGO.A,989,20040915,2359,0.0,,76,67,,,W,3.0,,,75.0,73.0,,522,0.17,79.6,59.5,
SAN_DIEGO.A,990,20040916,2359,0.0,,77,66,,,NW,4.0,,,75.0,73.0,,501,0.17,88.9,64.4,
SAN_DIEGO.A,991,20040917,2359,0.0,,79,67,,,NW,5.0,,,75.0,73.0,,504,0.17,88.4,61.5,
SAN_DIEGO.A,992,20040918,2359,0.0,,76,65,,,NW,4.0,,,75.0,73.0,,530,0.17,84.0,61.6,
SAN_DIEGO.A,993,20040919,2359,0.0,,71,63,,,NW,6.0,,,74.0,72.0,,498,0.17,79.9,54.9,
SAN_DIEGO.A,994,20040920,2359,0.0,,73,59,,,NW,5.0,,,73.0,71.0,,532,0.18,79.3,53.3,
SAN_DIEGO.A,995,20040921,2359,0.0,,86,57,,,NW,5.0,,,72.0,70.0,,544,0.23,84.9,17.2,
SAN_DIEGO.A,996,20040922,2359,0.0,,88,61,,,NW,5.0,,,74.0,69.0,,529,0.25,40.7,12.3,
SAN_DIEGO.A,997,20040923,2359,0.0,,86,62,,,NW,4.0,,,74.0,70.0,,524,0.22,63.6,19.5,
SAN_DIEGO.A,998,20040924,2359,0.0,,83,59,,,NW,4.0,,,75.0,70.0,,513,0.19,93.9,33.1,
SAN_DIEGO.A,999,20040925,2359,0.0,,78,63,,,NW,4.0,,,75.0,72.0,,490,0.16,95.1,60.2,
SAN_DIEGO.A,1000,20040926,2359,0.0,,77,64,,,NW,4.0,,,76.0,72.0,,478,0.15,92.8,66.2,
SAN_DIEGO.A,1001,20040927,2359,0.0,,76,62,,,NW,4.0,,,75.0,73.0,,474,0.15,95.3,66.2,
SAN_DIEGO.A,1002,20040928,2359,0.0,,69,61,,,SW,3.0,,,75.0,72.0,,447,0.14,86.0,65.7,
SAN_DIEGO.A,1003,20040929,2359,0.0,,73,60,,,W,4.0,,,74.0,72.0,,405,0.14,78.9,49.0,
SAN_DIEGO.A,1004,20040930,2359,0.0,,67,60,,,NW,3.0,,,72.0,71.0,,96,0.03,82.7,61.6,
SAN_DIEGO.A,1005,20041001,2359,0.0,,74,59,,,NW,5.0,,,71.0,69.0,,410,0.14,86.0,60.8,
SAN_DIEGO.A,1006,20041002,2359,0.0,,73,57,,,NW,4.0,,,72.0,70.0,,345,0.11,90.3,66.3,
SAN_DIEGO.A,1007,20041003,2359,0.0,,73,61,,,NW,5.0,,,73.0,70.0,,424,0.13,91.8,67.7,
SAN_DIEGO.A,1008,20041004,2359,0.0,,73,61,,,NW,4.0,,,73.0,71.0,,395,0.12,91.7,67.3,
SAN_DIEGO.A,1009,20041005,2359,0.0,,72,60,,,NW,4.0,,,76.0,68.0,,388,0.12,90.8,68.1,
SAN_DIEGO.A,1010,20041006,2359,0.0,,72,58,,,NW,3.0,,,77.0,67.0,,405,0.12,96.7,71.0,
SAN_DIEGO.A,1011,20041007,2359,0.0,,76,60,,,NW,3.0,,,76.0,68.0,,419,0.13,95.8,62.6,
SAN_DIEGO.A,1012,20041008,2359,0.0,,85,60,,,NW,4.0,,,76.0,68.0,,437,0.14,97.4,49.3,
SAN_DIEGO.A,1013,20041009,2359,0.0,,73,59,,,W,4.0,,,75.0,67.0,,436,0.13,96.6,68.9,
SAN_DIEGO.A,1014,20041010,2359,0.0,,69,58,,,SW,4.0,,,74.0,66.0,,432,0.13,85.1,58.8,
SAN_DIEGO.A,1015,20041011,2359,0.0,,71,57,,,W,3.0,,,73.0,63.0,,412,0.12,87.9,62.3,
SAN_DIEGO.A,1016,20041012,2359,0.0,,74,61,,,W,3.0,,,74.0,66.0,,391,0.12,86.1,63.5,
SAN_DIEGO.A,1017,20041013,2359,0.0,,73,62,,,NW,4.0,,,76.0,68.0,,408,0.13,85.0,65.4,
SAN_DIEGO.A,1018,20041014,2359,0.0,,76,58,,,NW,4.0,,,74.0,64.0,,429,0.13,93.1,65.6,
SAN_DIEGO.A,1019,20041015,2359,0.0,,71,61,,,W,4.0,,,76.0,67.0,,408,0.12,87.8,66.7,
SAN_DIEGO.A,1020,20041016,2359,0.0,,71,62,,,SW,3.0,,,72.0,67.0,,238,0.07,83.7,58.5,
SAN_DIEGO.A,1021,20041017,2359,0.19,,70,63,,,W,5.0,,,70.0,66.0,,199,0.05,92.6,71.6,
SAN_DIEGO.A,1022,20041018,2359,0.03,,70,65,,,SW,5.0,,,70.0,67.0,,156,0.03,90.9,83.5,
SAN_DIEGO.A,1023,20041019,2359,0.77,,67,62,,,SW,6.0,,,69.0,66.0,,114,0.02,95.8,83.0,
SAN_DIEGO.A,1024,20041020,2359,1.07,,67,58,,,S,6.0,,,67.0,65.0,,68,0.0,96.1,88.2,
SAN_DIEGO.A,1025,20041021,2359,0.07,,66,55,,,NW,3.0,,,67.0,62.0,,274,0.08,96.8,57.6,
SAN_DIEGO.A,1026,20041022,2359,0.0,,67,53,,,NW,4.0,,,66.0,60.0,,321,0.09,89.3,61.1,
SAN_DIEGO.A,1027,20041023,2359,0.0,,69,52,,,NW,4.0,,,69.0,63.0,,386,0.11,93.0,61.5,
SAN_DIEGO.A,1028,20041024,2359,0.0,,69,54,,,NW,3.0,,,69.0,64.0,,352,0.1,92.1,60.8,
SAN_DIEGO.A,1029,20041025,2359,0.0,,67,57,,,NW,3.0,,,68.0,65.0,,240,0.07,89.6,60.3,
SAN_DIEGO.A,1030,20041026,2359,0.0,,66,56,,,S,5.0,,,68.0,65.0,,293,0.09,87.9,54.8,
SAN_DIEGO.A,1031,20041027,2359,2.3,,60,53,,,S,5.0,,,66.0,62.0,,161,0.03,96.1,79.5,
SAN_DIEGO.A,1032,20041028,2359,0.41,,64,53,,,W,3.0,,,66.0,62.0,,292,0.07,93.5,64.2,
SAN_DIEGO.A,1033,20041029,2359,0.0,,66,49,,,NW,3.0,,,65.0,60.0,,343,0.1,88.2,57.1,
SAN_DIEGO.A,1034,20041030,2359,0.0,,70,49,,,NW,3.0,,,65.0,60.0,,369,0.11,88.7,43.5,
SAN_DIEGO.A,1035,20041031,2359,0.0,,68,52,,,NW,3.0,,,66.0,60.0,,354,0.1,89.7,63.3,
SAN_DIEGO.A,1036,20041101,2359,0.0,,75,52,,,NE,4.0,,,64.0,61.0,,376,0.12,90.4,19.4,
SAN_DIEGO.A,1037,20041102,2359,0.0,,71,48,,,NW,4.0,,,63.0,60.0,,370,0.13,91.8,24.7,
SAN_DIEGO.A,1038,20041103,2359,0.0,,69,49,,,W,3.0,,,64.0,59.0,,364,0.11,83.5,30.2,
SAN_DIEGO.A,1039,20041104,2359,0.0,,64,51,,,NW,4.0,,,64.0,61.0,,301,0.1,71.6,52.7,
SAN_DIEGO.A,1040,20041105,2359,0.0,,70,52,,,NW,3.0,,,,,,303,0.06,81.1,51.9,
SAN_DIEGO.A,1041,20041106,2359,0.0,,69,47,,,E,3.0,,,63.0,59.0,,347,0.1,88.1,43.8,
SAN_DIEGO.A,1042,20041107,2359,0.05,,66,52,,,NE,3.0,,,62.0,59.0,,180,0.04,91.2,57.3,
SAN_DIEGO.A,1043,20041108,2359,0.06,,65,54,,,W,3.0,,,63.0,60.0,,244,0.06,94.7,67.5,
SAN_DIEGO.A,1044,20041109,2359,0.0,,65,53,,,NW,4.0,,,63.0,60.0,,218,0.06,90.7,62.0,
SAN_DIEGO.A,1045,20041110,2359,0.0,,67,50,,,N,4.0,,,63.0,60.0,,257,0.07,93.3,68.6,
SAN_DIEGO.A,1046,20041111,2359,0.0,,68,52,,,NW,5.0,,,63.0,60.0,,301,0.09,92.6,62.3,
SAN_DIEGO.A,1047,20041112,2359,0.02,,66,54,,,NW,3.0,,,63.0,61.0,,274,0.07,94.2,62.1,
SAN_DIEGO.A,1048,20041113,2359,0.04,,69,53,,,E,3.0,,,62.0,60.0,,147,0.03,93.7,52.3,
SAN_DIEGO.A,1049,20041114,2359,0.0,,75,50,,,N,4.0,,,63.0,59.0,,323,0.12,95.3,38.5,
SAN_DIEGO.A,1050,20041115,2359,0.0,,77,56,,,N,4.0,,,63.0,59.0,,319,0.13,61.3,27.9,
SAN_DIEGO.A,1051,20041116,2359,0.0,,73,54,,,W,3.0,,,63.0,59.0,,307,0.1,79.6,36.8,
SAN_DIEGO.A,1052,20041117,2359,0.0,,73,52,,,N,3.0,,,63.0,59.0,,277,0.09,91.9,40.5,
SAN_DIEGO.A,1053,20041118,2359,0.0,,73,52,,,NW,3.0,,,63.0,59.0,,292,0.08,95.1,47.5,
SAN_DIEGO.A,1054,20041119,2359,0.0,,66,50,,,S,3.0,,,63.0,60.0,,273,0.07,95.6,71.9,
SAN_DIEGO.A,1055,20041120,2359,0.0,,63,57,,,S,4.0,,,64.0,61.0,,185,0.05,83.6,63.1,
SAN_DIEGO.A,1056,20041121,2359,0.17,,59,43,,,NW,5.0,,,62.0,59.0,,241,0.07,89.2,57.8,
SAN_DIEGO.A,1057,20041122,2359,0.0,,61,43,,,E,3.0,,,60.0,57.0,,244,0.06,80.2,49.2,
SAN_DIEGO.A,1058,20041123,2359,0.0,,63,45,,,E,3.0,,,61.0,57.0,,308,0.06,85.5,56.4,
SAN_DIEGO.A,1059,20041124,2359,0.0,,66,47,,,N,3.0,,,60.0,57.0,,291,0.08,91.8,54.4,
SAN_DIEGO.A,1060,20041125,2359,0.0,,68,46,,,NW,3.0,,,60.0,57.0,,284,0.08,94.2,45.7,
SAN_DIEGO.A,1061,20041126,2359,0.0,,66,54,,,SE,3.0,,,62.0,59.0,,274,0.07,92.6,61.4,
SAN_DIEGO.A,1062,20041127,2359,0.1,,62,49,,,W,3.0,,,61.0,59.0,,89,0.01,94.2,73.3,
SAN_DIEGO.A,1063,20041128,2359,0.0,,63,44,,,N,4.0,,,60.0,58.0,,296,0.09,88.3,34.3,
SAN_DIEGO.A,1064,20041129,2359,0.0,,63,39,,,N,4.0,,,58.0,56.0,,305,0.1,49.6,14.3,
SAN_DIEGO.A,1065,20041130,2359,0.0,,61,37,,,NW,4.0,,,56.0,54.0,,302,0.09,63.2,19.5,
SAN_DIEGO.A,1066,20041201,2359,0.0,,62,39,,,NW,4.0,,,56.0,53.0,,297,0.08,77.1,23.1,
SAN_DIEGO.A,1067,20041202,2359,0.0,,62,41,,,NW,3.0,,,56.0,53.0,,287,0.08,72.9,31.0,
SAN_DIEGO.A,1068,20041203,2359,0.0,,65,37,,,NE,3.0,,,56.0,46.0,,307,0.09,71.6,23.1,
SAN_DIEGO.A,1069,20041204,2359,0.6,,56,44,,,E,3.0,,,55.0,53.0,,96,0.02,93.6,48.2,
SAN_DIEGO.A,1070,20041205,2359,0.29,,54,47,,,SE,5.0,,,54.0,54.0,,46,0.01,90.8,60.0,
SAN_DIEGO.A,1071,20041206,2359,0.0,,61,47,,,NE,3.0,,,57.0,54.0,,262,0.06,87.1,63.0,
SAN_DIEGO.A,1072,20041207,2359,0.0,,59,44,,,SE,2.0,,,55.0,49.0,,144,0.02,90.0,63.3,
SAN_DIEGO.A,1073,20041208,2359,0.06,,63,52,,,S,4.0,,,58.0,55.0,,158,0.03,94.7,73.8,
SAN_DIEGO.A,1074,20041209,2359,0.0,,65,50,,,N,5.0,,,58.0,56.0,,275,0.07,96.2,69.2,
SAN_DIEGO.A,1075,20041210,2359,0.0,,79,50,,,N,3.0,,,59.0,56.0,,290,0.09,94.7,34.2,
SAN_DIEGO.A,1076,20041211,2359,0.0,,72,53,,,SW,3.0,,,60.0,57.0,,287,0.07,97.3,45.0,
SAN_DIEGO.A,1077,20041212,2359,0.01,,61,52,,,W,3.0,,,60.0,58.0,,236,0.05,,,
SAN_DIEGO.A,1078,20041213,2359,0.0,,63,53,,,N,5.0,,,60.0,59.0,,245,0.06,96.7,72.8,
SAN_DIEGO.A,1079,20041214,2359,0.0,,75,47,,,N,3.0,,,60.0,58.0,,288,0.09,97.5,39.2,
SAN_DIEGO.A,1080,20041215,2359,0.0,,74,46,,,N,3.0,,,59.0,57.0,,282,0.08,97.3,38.5,
SAN_DIEGO.A,1081,20041216,2359,0.0,,76,46,,,N,3.0,,,59.0,57.0,,292,0.1,96.9,20.7,
SAN_DIEGO.A,1082,20041217,2359,0.0,,74,51,,,NE,5.0,,,58.0,56.0,,294,0.14,48.3,15.8,
SAN_DIEGO.A,1083,20041218,2359,0.0,,81,47,,,NE,4.0,,,58.0,55.0,,296,0.11,69.2,14.1,
SAN_DIEGO.A,1084,20041219,2359,0.0,,79,53,,,N,4.0,,,58.0,55.0,,292,0.12,42.5,18.4,
SAN_DIEGO.A,1085,20041220,2359,0.0,,66,51,,,SW,3.0,,,58.0,55.0,,291,0.08,87.5,31.8,
SAN_DIEGO.A,1086,20041221,2359,0.0,,63,50,,,S,4.0,,,59.0,57.0,,188,0.05,88.0,61.8,
SAN_DIEGO.A,1087,20041222,2359,0.0,,67,45,,,N,3.0,,,58.0,56.0,,267,0.08,90.8,39.7,
SAN_DIEGO.A,1088,20041223,2359,0.0,,63,44,,,NE,3.0,,,57.0,55.0,,288,0.1,41.3,19.7,
SAN_DIEGO.A,1089,20041224,2359,0.0,,68,45,,,N,4.0,,,56.0,54.0,,285,0.11,61.9,14.3,
SAN_DIEGO.A,1090,20041225,2359,0.0,,64,43,,,NE,3.0,,,55.0,53.0,,293,0.08,81.7,32.7,
SAN_DIEGO.A,1091,20041226,2359,0.0,,60,45,,,NE,2.0,,,56.0,54.0,,145,0.03,88.1,52.7,
SAN_DIEGO.A,1092,20041227,2359,0.0,,65,51,,,S,5.0,,,57.0,55.0,,237,0.08,87.9,44.5,
SAN_DIEGO.A,1093,20041228,2359,0.86,,62,56,,,S,7.0,,,57.0,56.0,,68,0.02,95.7,57.4,
SAN_DIEGO.A,1094,20041229,2359,1.17,,62,53,,,SW,6.0,,,58.0,57.0,,254,0.06,96.2,69.6,
SAN_DIEGO.A,1095,20041230,2359,0.04,,62,49,,,NE,3.0,,,58.0,57.0,,289,0.07,95.9,62.7,
SAN_DIEGO.A,1096,20041231,2359,0.38,,59,47,,,S,4.0,,,57.0,56.0,,110,0.02,96.6,75.1,
SAN_DIEGO.A,1097,20050101,2359,0.0,,61,43,,,N,3.0,,,56.0,55.0,,308,0.07,,,
SAN_DIEGO.A,1098,20050102,2359,0.0,,58,44,,,E,4.0,,,55.0,54.0,,151,0.04,82.9,63.2,
SAN_DIEGO.A,1099,20050103,2359,1.11,,60,49,,,E,4.0,,,56.0,54.0,,147,0.03,95.8,70.7,
SAN_DIEGO.A,1100,20050104,2359,0.6,,54,43,,,SE,4.0,,,55.0,53.0,,123,0.02,93.2,76.8,
SAN_DIEGO.A,1101,20050105,2359,0.0,,61,44,,,NE,3.0,,,54.0,53.0,,191,0.04,88.8,55.0,
SAN_DIEGO.A,1102,20050106,2359,0.0,,59,41,,,NE,3.0,,,54.0,52.0,,247,0.06,88.9,56.4,
SAN_DIEGO.A,1103,20050107,2359,0.55,,55,47,,,S,6.0,,,53.0,53.0,,41,0.0,93.5,68.4,
SAN_DIEGO.A,1104,20050108,2359,0.17,,61,55,,,S,6.0,,,56.0,53.0,,59,0.0,96.4,83.5,
SAN_DIEGO.A,1105,20050109,2359,0.13,,64,59,,,S,5.0,,,57.0,56.0,,69,0.01,,,
SAN_DIEGO.A,1106,20050110,2359,0.0,,62,57,,,S,4.0,,,58.0,57.0,,77,0.01,96.5,90.8,
SAN_DIEGO.A,1107,20050111,2359,0.0,,59,50,,,NW,8.0,,,58.0,56.0,,238,0.07,97.8,57.3,
SAN_DIEGO.A,1108,20050112,2359,0.0,,61,46,,,N,4.0,,,57.0,56.0,,309,0.07,91.9,59.0,
SAN_DIEGO.A,1109,20050113,2359,0.0,,64,44,,,N,3.0,,,56.0,54.0,,197,0.05,89.3,48.8,
SAN_DIEGO.A,1110,20050114,2359,0.0,,66,46,,,N,3.0,,,56.0,54.0,,289,0.08,90.4,42.6,
SAN_DIEGO.A,1111,20050115,2359,0.0,,70,43,,,N,4.0,,,55.0,53.0,,337,0.09,78.7,29.9,
SAN_DIEGO.A,1112,20050116,2359,0.0,,77,47,,,N,4.0,,,55.0,53.0,,314,0.11,72.7,24.5,
SAN_DIEGO.A,1113,20050117,2359,0.0,,80,50,,,N,3.0,,,56.0,54.0,,336,0.11,64.7,27.9,
SAN_DIEGO.A,1114,20050118,2359,0.0,,81,53,,,N,4.0,,,57.0,55.0,,319,0.12,53.8,27.3,
SAN_DIEGO.A,1115,20050119,2359,0.0,,86,56,,,NE,4.0,,,58.0,55.0,,340,0.13,46.2,21.9,
SAN_DIEGO.A,1116,20050120,2359,0.0,,74,54,,,SW,3.0,,,58.0,56.0,,230,0.08,86.2,34.5,
SAN_DIEGO.A,1117,20050121,2359,0.0,,67,53,,,SW,3.0,,,58.0,57.0,,252,0.07,96.8,55.3,
SAN_DIEGO.A,1118,20050122,2359,0.0,,74,52,,,N,3.0,,,59.0,57.0,,295,0.07,97.6,55.4,
SAN_DIEGO.A,1119,20050123,2359,0.0,,74,52,,,N,4.0,,,59.0,57.0,,328,0.1,94.1,49.7,
SAN_DIEGO.A,1120,20050124,2359,0.0,,69,53,,,SW,3.0,,,60.0,57.0,,305,0.08,95.0,56.9,
SAN_DIEGO.A,1121,20050125,2359,0.0,,68,52,,,NE,2.0,,,60.0,58.0,,216,0.05,95.3,67.6,
SAN_DIEGO.A,1122,20050126,2359,0.0,,64,56,,,SW,3.0,,,61.0,59.0,,201,0.05,95.9,76.0,
SAN_DIEGO.A,1123,20050127,2359,0.0,,62,50,,,NW,3.0,,,60.0,59.0,,217,0.05,95.2,69.0,
SAN_DIEGO.A,1124,20050128,2359,0.5,,63,47,,,S,4.0,,,59.0,57.0,,176,0.04,93.8,64.3,
SAN_DIEGO.A,1125,20050129,2359,0.0,,60,48,,,NW,5.0,,,59.0,56.0,,338,0.09,78.3,52.9,
SAN_DIEGO.A,1126,20050130,2359,0.0,,63,43,,,NE,4.0,,,58.0,55.0,,360,0.09,85.5,53.5,
SAN_DIEGO.A,1127,20050131,2359,0.0,,67,45,,,N,3.0,,,59.0,54.0,,367,0.1,85.9,45.9,
SAN_DIEGO.A,1128,20050201,2359,0.0,,69,44,,,N,4.0,,,58.0,54.0,,369,0.11,65.6,33.3,
SAN_DIEGO.A,1129,20050202,2359,0.0,,71,48,,,NE,5.0,,,58.0,54.0,,379,0.14,59.4,19.5,
SAN_DIEGO.A,1130,20050203,2359,0.0,,70,50,,,NE,7.0,,,57.0,54.0,,375,0.17,38.9,21.3,
SAN_DIEGO.A,1131,20050204,2359,0.0,,74,43,,,N,7.0,,,59.0,48.0,,382,0.14,61.4,28.3,
SAN_DIEGO.A,1132,20050205,2359,0.0,,63,48,,,S,3.0,,,58.0,54.0,,271,0.07,92.2,44.1,
SAN_DIEGO.A,1133,20050206,2359,0.0,,59,51,,,SW,4.0,,,58.0,56.0,,168,0.04,87.9,59.8,
SAN_DIEGO.A,1134,20050207,2359,0.0,,61,51,,,SE,3.0,,,59.0,56.0,,236,0.06,92.2,66.5,
SAN_DIEGO.A,1135,20050208,2359,0.0,,63,47,,,N,4.0,,,60.0,56.0,,387,0.1,90.8,58.6,
SAN_DIEGO.A,1136,20050209,2359,0.0,,72,48,,,NE,3.0,,,60.0,55.0,,365,0.11,91.5,37.7,
SAN_DIEGO.A,1137,20050210,2359,0.0,,64,53,,,NE,4.0,,,58.0,56.0,,107,0.04,91.2,46.8,
SAN_DIEGO.A,1138,20050211,2359,1.09,,65,54,,,S,6.0,,,59.0,57.0,,82,0.02,96.8,66.6,
SAN_DIEGO.A,1139,20050212,2359,0.76,,58,54,,,SW,5.0,,,58.0,57.0,,43,0.0,96.4,88.0,
SAN_DIEGO.A,1140,20050213,2359,0.0,,65,55,,,NW,3.0,,,61.0,57.0,,257,0.06,95.1,72.2,
SAN_DIEGO.A,1141,20050214,2359,0.0,,62,52,,,N,3.0,,,60.0,57.0,,165,0.03,96.3,66.6,
SAN_DIEGO.A,1142,20050215,2359,0.0,,62,49,,,N,3.0,,,59.0,57.0,,180,0.04,94.4,63.5,
SAN_DIEGO.A,1143,20050216,2359,0.05,,71,47,,,N,4.0,,,61.0,56.0,,385,0.11,91.5,50.4,
